-1.65208340,-3.81655192,11.26289845,0.32161817,0.16544138,-1.53758490
0.39745775,-2.92586350,7.71929979,0.33626911,0.54756767,-1.08474100
-5.43990326,-2.57629228,4.42949867,0.34359467,0.49709818,-0.91753715
-1.45574880,-2.72952890,5.64102650,0.34359467,0.49709818,-0.91753715
-0.05746377,-1.75264490,9.97475243,0.66225326,-0.03283167,-0.87225276
2.42784429,3.05994558,13.60454750,0.33626911,-0.61323094,-0.94540453
6.48382854,-3.78782010,14.19355106,-0.57575387,-0.38611820,-1.08125758
4.30978251,-7.63789272,8.45675087,-0.88342428,0.33487475,-0.78168404
4.64977646,-9.35222816,6.71847248,-0.49883631,0.91527408,-0.36019099
5.71285629,-7.52296495,3.72077894,-0.49883631,0.91527408,-0.36019099
-2.20756650,-8.15506649,-1.05350244,0.23004963,0.99818826,0.00556751
-3.76387691,-6.55565834,-4.16133451,0.87835515,0.47546834,-0.06758416
-10.97558022,2.82530189,5.46384668,0.91131985,-0.23470968,-0.39850849
-2.41347837,4.57315826,7.99225235,0.91131985,-0.23470968,-0.39850849
4.53006029,3.34726453,12.24936008,0.41684946,-0.85836858,-0.52042794
7.93478870,-7.69056797,13.78651619,-0.56110293,-0.62404585,-0.73291630
1.72391307,-8.24126244,10.28122616,-0.85412234,0.34208468,-0.62841380
5.15737343,-5.82778406,-0.00478865,-0.35232660,0.99458331,-0.23478809
-3.84528399,-10.68826103,2.26503015,0.49376702,0.87561935,-0.30097294
-4.46780825,2.40868974,2.10221624,0.49376702,0.87561935,-0.30097294
-4.24274158,6.84297705,3.82612920,1.00288832,-0.31041393,0.08568606
-2.85403395,7.61394930,9.99869537,0.53405726,-0.93767780,-0.15815297
0.28253019,3.53402185,12.62766361,-0.29738539,-0.94849271,-0.48907721
7.16381645,-2.96417284,12.03387070,-0.95667917,-0.20586996,-0.64234746
5.65539265,-8.51900387,7.80549526,-0.95667917,-0.20586996,-0.64234746
9.36659431,-10.14235497,3.57233095,-0.81383216,0.79270530,-0.45772663
-5.60271740,-11.43050098,4.19964361,-0.10326000,1.16762161,-0.29748949
-3.82134056,-3.13656402,-0.65125602,1.08346868,0.31684992,-0.18602027
-3.02163649,4.86526585,2.93544078,0.98091185,-0.54834163,-0.19298708
-1.61377418,3.60106277,12.89103889,0.36923382,-0.94128275,-0.56571233
-3.06473446,5.26751232,13.06342983,0.36923382,-0.94128275,-0.56571233
6.81424522,0.47407609,8.36576748,-0.52081275,-0.85115862,-0.65976459
4.52048302,-3.99373198,8.12633419,-1.04824769,-0.18784514,-0.72246605
4.59710169,-9.70179939,0.86674517,-0.69296169,0.68095142,-0.89315325
-1.46053743,-8.30830288,6.35932398,0.41318667,0.84677970,-0.80955130
-6.08158207,-9.64912415,2.17883468,0.41318667,0.84677970,-0.80955130
-7.20691442,-5.00413656,-6.09115934,1.03951585,0.48267826,-0.10938516
-5.18131638,-3.99852061,-6.22045279,0.93695897,0.27359039,0.45492792
-1.48448074,-3.58190823,-5.36328506,0.75748456,0.19788608,0.70225030
-2.69121981,-1.41265094,-6.27791691,0.70254338,-0.10853592,0.78236884
-6.25876236,3.99852061,-6.05763912,0.70254338,-0.10853592,0.78236884
-8.60998821,13.48483086,-8.20774174,0.69888073,-0.70335507,0.46537814
-7.06325483,4.86526585,-3.71120167,0.61097485,-0.89802319,0.25637335
-7.09198666,-2.98811603,-0.88111115,0.96992368,-0.40774795,0.23547284
-10.32911205,12.85751820,-5.59314013,0.92230803,-0.47624230,0.29469091
-8.71054935,8.47590637,-5.89961338,0.78312373,-0.72137994,0.26682359
-2.77741551,-4.98977041,-1.10138893,0.78312373,-0.72137994,0.26682359
-6.73762703,2.17404604,-4.26668501,1.04317844,0.12578678,0.07523581
-9.36180592,11.43529034,-10.52544689,0.94794714,-0.54473662,0.22850603
-3.70162439,-3.51007843,-0.99603868,0.99922562,-0.29238909,0.27030694
-2.73431778,7.03931189,-0.34957126,1.05416679,-0.25994444,0.02298456
-11.40176964,-4.15175724,13.73862934,1.05416679,-0.25994444,0.02298456
-0.49801934,-8.36576748,11.22937775,0.48277885,-0.02201675,-1.04294014
4.65935373,-7.13987350,3.44303751,-0.64168328,0.52954280,-0.80955130
2.81093597,-6.74241543,-1.10617757,-0.54645199,0.95492876,-0.25220513
2.63854480,-9.92686653,0.57942635,0.01394774,1.09552240,0.04388506
-3.42867160,-9.72095394,-0.57463771,0.90033150,0.61245704,-0.07455097
-8.36576748,-1.23547101,0.83801329,0.90033150,0.61245704,-0.07455097
-3.55317640,2.25066423,10.38178730,0.98457462,-0.24912952,-0.28703925
-2.85403395,1.08702302,12.52231312,0.46812788,-0.58439124,-0.78516740
0.82364738,-3.44303751,12.17274189,-0.39261675,-0.26354942,-1.02552295
2.45657611,-7.14466190,7.99704123,-0.79551846,0.37092435,-0.66324794
7.34578514,-8.42323112,4.91315222,-0.79551846,0.37092435,-0.66324794
4.37682390,-8.20774174,-1.05350244,-0.57575387,0.89003938,-0.25220513
-0.87153381,-9.91250038,0.91942030,0.07255156,1.01621318,-0.17905340
-6.60833359,-2.87797713,-2.09263897,0.94794714,0.38534427,-0.09893491
-6.06242752,3.41909432,2.65291071,0.92230803,-0.37530333,-0.17905340
0.16281401,4.30499411,6.32101440,0.92230803,-0.37530333,-0.17905340
-2.13094807,4.46780825,14.24622631,0.38022199,-0.78626925,-0.59706306
6.28270531,2.15489125,4.96103859,-0.45488337,-0.82231891,-0.61099666
6.38326693,2.26024151,7.54211950,-0.93103993,-0.55555153,-0.35322413
5.66018105,4.18048906,6.52213764,-0.94569093,-0.31041393,-0.52042794
3.17487311,2.72952890,12.00992775,-0.53546369,-0.42577282,-0.80606788
1.69518113,2.16925716,7.14466190,-0.53546369,-0.42577282,-0.80606788
-5.51652193,4.79343605,11.52627468,-0.27174625,-0.61323094,-0.84090203
6.05285025,5.22441435,14.79692078,-0.27540895,-0.75382459,-0.70504892
0.95772946,4.31457138,11.41134644,-0.46220884,-0.72858983,-0.59009635
7.34099627,2.96417284,-5.41117144,-0.62703234,-0.75382459,0.37480938
3.51965594,8.31788063,-2.18362331,-0.62703234,-0.75382459,0.37480938
5.03765726,10.75530243,1.55631042,-0.54645199,-0.76103455,0.47931179
2.79178143,8.13591194,-6.35453510,-0.53912652,-0.64567566,0.63954884
-3.02642512,-1.29293478,-3.80218601,-0.48784807,-0.43658769,0.82765323
-1.29293478,-7.73366547,-10.65474033,-0.04831887,0.45744357,0.98789024
-3.41909432,-9.00744534,-10.28601456,-0.04831887,0.45744357,0.98789024
-3.33768725,-11.10966206,-5.03765726,-0.13622470,1.06307769,0.28424066
1.81010866,-6.56523561,1.37434185,-0.29005989,1.03423798,-0.23827145
5.57877445,-4.45823097,6.03369570,-0.59406763,0.77828544,-0.35322413
12.78568840,-8.03056145,3.46219206,-0.77354199,0.71700096,-0.22433783
5.74158812,-7.88690233,3.29458952,-0.77354199,0.71700096,-0.22433783
4.26189613,-9.61560440,3.90274763,-0.75889105,0.72421092,0.02646800
-6.79987955,-6.85255432,2.45178747,-0.37430301,0.80712515,0.46886158
-2.95459557,6.73762703,-7.79112911,0.07255156,0.39615911,0.94957268
4.87484312,10.06573677,-3.80697465,-0.39994225,-0.38611820,0.88338780
6.27312803,10.94205952,-0.93378627,-0.74057734,-0.69254017,0.14838748
8.26520538,7.43676949,2.91628623,-0.74057734,-0.69254017,0.14838748
7.63310385,1.73827899,5.01850271,-0.90540075,-0.40774795,-0.16860314
7.22128010,-5.95707750,8.73449326,-0.92005175,0.34929460,-0.40547538
4.46301937,-6.88607502,7.85817051,-0.49517354,0.86119956,-0.32187337
-2.41347837,-7.54211950,1.46532607,0.09452808,0.98737329,0.18322159
-4.56358099,-8.64350891,-1.15406406,0.09452808,0.98737329,0.18322159
-4.57794714,-2.28897357,-4.04161835,0.44615138,0.54035783,0.74056786
-2.69121981,7.08719826,-5.66975832,0.47911605,-0.23470968,0.93215561
0.64646739,9.15110493,-3.63937211,-0.02267966,-0.80068916,0.69180006
3.00248194,10.37221050,-4.39118958,-0.27540895,-0.80429411,0.59774786
3.94105673,9.06969833,-6.59396744,-0.21680504,-0.49426714,0.87642097
0.70871979,0.73266304,-6.78551340,-0.21680504,-0.49426714,0.87642097
-12.78568840,-0.56027174,9.28997612,0.58167291,0.12578678,0.82765323
-0.54590583,-1.48926938,9.66827869,0.53405726,0.57640731,-0.63886404
2.93544078,-0.48844203,11.13360500,-0.07029539,0.48628327,-0.89315325
7.91084528,5.59314013,1.47011471,-0.96400464,-0.13377066,-0.19647053
7.18297100,7.63789272,-0.93857491,-0.96400464,-0.13377066,-0.19647053
6.21566439,5.65539265,-3.21318245,-0.93103993,-0.30320403,0.19018848
6.84776592,6.01933002,-2.80135870,-0.88342428,-0.37169832,0.40964353
7.78155184,5.88045883,-3.01684785,-0.85412234,-0.22028980,0.45841134
8.94040489,3.03121376,-3.58190823,-0.84679687,0.08252724,0.53504646
8.18858719,-0.12450483,-6.90044069,-0.84679687,0.08252724,0.53504646
10.04658222,-2.40390